"providerName"	"providerId"	"dataSource"	"geneSymbol"	"geneId"	"geneIdType"	"proteinId"	"proteinIdType"	"organism"	"sequenceCount"	"bindingSequence"	"bindingDomain"	"tfFamily"	"experimentType"	"pubmedID"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TF65_f2"	"TF65_f2"	"TF65_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TF65"	"9606"	"ENTREZ"	"Q04206"	"uniprot"	"Hsapiens"	2119.22507676768	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TF7L2_f1"	"TF7L2_f1"	"TF7L2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TF7L2"	"9606"	"ENTREZ"	"Q9NQB0"	"uniprot"	"Hsapiens"	1280.05954788055	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TFAP4_si"	"TFAP4_si"	"TFAP4_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TFAP4"	"9606"	"ENTREZ"	"Q01664"	"uniprot"	"Hsapiens"	14.2148760330579	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TFCP2_f1"	"TFCP2_f1"	"TFCP2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TFCP2"	"9606"	"ENTREZ"	"Q12800"	"uniprot"	"Hsapiens"	13	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TFDP1_f1"	"TFDP1_f1"	"TFDP1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TFDP1"	"9606"	"ENTREZ"	"Q14186"	"uniprot"	"Hsapiens"	7	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TFE2_f2"	"TFE2_f2"	"TFE2_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TFE2"	"9606"	"ENTREZ"	"P15923"	"uniprot"	"Hsapiens"	139.597589656459	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TFE3_f1"	"TFE3_f1"	"TFE3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TFE3"	"9606"	"ENTREZ"	"P19532"	"uniprot"	"Hsapiens"	17	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TFEB_f1"	"TFEB_f1"	"TFEB_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TFEB"	"9606"	"ENTREZ"	"P19484"	"uniprot"	"Hsapiens"	258.973964202292	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TGIF1_f1"	"TGIF1_f1"	"TGIF1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TGIF1"	"9606"	"ENTREZ"	"Q15583"	"uniprot"	"Hsapiens"	12.941935483871	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TGIF1_si"	"TGIF1_si"	"TGIF1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TGIF1"	"9606"	"ENTREZ"	"Q15583"	"uniprot"	"Hsapiens"	16.0129032258064	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-THA_f1"	"THA_f1"	"THA_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"THA"	"9606"	"ENTREZ"	"P10827"	"uniprot"	"Hsapiens"	73.5142857142858	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-THA_f2"	"THA_f2"	"THA_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"THA"	"9606"	"ENTREZ"	"P10827"	"uniprot"	"Hsapiens"	74.0000000000002	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-THB_do"	"THB_do"	"THB_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"THB"	"9606"	"ENTREZ"	"P10828"	"uniprot"	"Hsapiens"	35.4977168949772	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-THB_f1"	"THB_f1"	"THB_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"THB"	"9606"	"ENTREZ"	"P10828"	"uniprot"	"Hsapiens"	51.7439516129033	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TLX1_f1"	"TLX1_f1"	"TLX1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TLX1"	"9606"	"ENTREZ"	"P31314"	"uniprot"	"Hsapiens"	51.0000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TLX1_f2"	"TLX1_f2"	"TLX1_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TLX1"	"9606"	"ENTREZ"	"P31314"	"uniprot"	"Hsapiens"	50	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TWST1_f1"	"TWST1_f1"	"TWST1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TWST1"	"9606"	"ENTREZ"	"Q15672"	"uniprot"	"Hsapiens"	5.00000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-TYY1_f2"	"TYY1_f2"	"TYY1_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"TYY1"	"9606"	"ENTREZ"	"P25490"	"uniprot"	"Hsapiens"	1599.51918268224	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-UBIP1_f1"	"UBIP1_f1"	"UBIP1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"UBIP1"	"9606"	"ENTREZ"	"Q9NZI7"	"uniprot"	"Hsapiens"	5.00000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-USF1_f1"	"USF1_f1"	"USF1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"USF1"	"9606"	"ENTREZ"	"P22415"	"uniprot"	"Hsapiens"	1730.80626614041	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-USF2_f1"	"USF2_f1"	"USF2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"USF2"	"9606"	"ENTREZ"	"Q15853"	"uniprot"	"Hsapiens"	118.747134670487	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-VDR_f1"	"VDR_f1"	"VDR_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"VDR"	"9606"	"ENTREZ"	"P11473"	"uniprot"	"Hsapiens"	120	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-VDR_f2"	"VDR_f2"	"VDR_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"VDR"	"9606"	"ENTREZ"	"P11473"	"uniprot"	"Hsapiens"	115	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-VSX2_si"	"VSX2_si"	"VSX2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"VSX2"	"9606"	"ENTREZ"	"P58304"	"uniprot"	"Hsapiens"	23	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-WT1_f1"	"WT1_f1"	"WT1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"WT1"	"9606"	"ENTREZ"	"P19544"	"uniprot"	"Hsapiens"	44.3835616438357	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-XBP1_f1"	"XBP1_f1"	"XBP1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"XBP1"	"9606"	"ENTREZ"	"P17861"	"uniprot"	"Hsapiens"	1576.62656023537	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-YBOX1_f2"	"YBOX1_f2"	"YBOX1_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"YBOX1"	"9606"	"ENTREZ"	"P67809"	"uniprot"	"Hsapiens"	61.8800000000002	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZBT7A_f1"	"ZBT7A_f1"	"ZBT7A_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZBT7A"	"9606"	"ENTREZ"	"O95365"	"uniprot"	"Hsapiens"	38.0614973262032	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZBT7B_si"	"ZBT7B_si"	"ZBT7B_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZBT7B"	"9606"	"ENTREZ"	"O15156"	"uniprot"	"Hsapiens"	14	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZBTB4!METH_f1"	"ZBTB4!METH_f1"	"ZBTB4!METH_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZBTB4!METH"	"9606"	"ENTREZ"	NA	"uniprot"	"Hsapiens"	32	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZBTB4_si"	"ZBTB4_si"	"ZBTB4_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZBTB4"	"9606"	"ENTREZ"	"Q9P1Z0"	"uniprot"	"Hsapiens"	20.4038546360007	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZBTB6_si"	"ZBTB6_si"	"ZBTB6_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZBTB6"	"9606"	"ENTREZ"	"Q15916"	"uniprot"	"Hsapiens"	33	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZEB1_do"	"ZEB1_do"	"ZEB1_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZEB1"	"9606"	"ENTREZ"	"P37275"	"uniprot"	"Hsapiens"	127.232622151686	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZEP1_f1"	"ZEP1_f1"	"ZEP1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZEP1"	"9606"	"ENTREZ"	"P15822"	"uniprot"	"Hsapiens"	10	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZEP2_si"	"ZEP2_si"	"ZEP2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZEP2"	"9606"	"ENTREZ"	"P31629"	"uniprot"	"Hsapiens"	16	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZFHX3_f1"	"ZFHX3_f1"	"ZFHX3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZFHX3"	"9606"	"ENTREZ"	"Q15911"	"uniprot"	"Hsapiens"	7	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZFX_f1"	"ZFX_f1"	"ZFX_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZFX"	"9606"	"ENTREZ"	"P17010"	"uniprot"	"Hsapiens"	480.442348404373	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZIC1_f1"	"ZIC1_f1"	"ZIC1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZIC1"	"9606"	"ENTREZ"	"Q15915"	"uniprot"	"Hsapiens"	33.2518891687658	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZIC2_f1"	"ZIC2_f1"	"ZIC2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZIC2"	"9606"	"ENTREZ"	"O95409"	"uniprot"	"Hsapiens"	36	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZIC3_f1"	"ZIC3_f1"	"ZIC3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZIC3"	"9606"	"ENTREZ"	"O60481"	"uniprot"	"Hsapiens"	33	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN143_si"	"ZN143_si"	"ZN143_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN143"	"9606"	"ENTREZ"	"P52747"	"uniprot"	"Hsapiens"	26.1502646705429	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN148_si"	"ZN148_si"	"ZN148_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN148"	"9606"	"ENTREZ"	"Q9UQR1"	"uniprot"	"Hsapiens"	34	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN219_f1"	"ZN219_f1"	"ZN219_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN219"	"9606"	"ENTREZ"	"Q9P2Y4"	"uniprot"	"Hsapiens"	26	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN238_f1"	"ZN238_f1"	"ZN238_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN238"	"9606"	"ENTREZ"	"Q99592"	"uniprot"	"Hsapiens"	18	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN333_f1"	"ZN333_f1"	"ZN333_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN333"	"9606"	"ENTREZ"	"Q96JL9"	"uniprot"	"Hsapiens"	16	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN350_f1"	"ZN350_f1"	"ZN350_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN350"	"9606"	"ENTREZ"	"Q9GZX5"	"uniprot"	"Hsapiens"	15	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN384_f1"	"ZN384_f1"	"ZN384_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN384"	"9606"	"ENTREZ"	"Q8TF68"	"uniprot"	"Hsapiens"	38.8888888888889	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN423_f1"	"ZN423_f1"	"ZN423_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN423"	"9606"	"ENTREZ"	"Q2M1K9"	"uniprot"	"Hsapiens"	22	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ZN589_f1"	"ZN589_f1"	"ZN589_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ZN589"	"9606"	"ENTREZ"	"Q86UQ0"	"uniprot"	"Hsapiens"	15	NA	NA	NA	"low- and high-throughput methods"	"23175603"
